1,they also have a nice wine list .
0,we got up and walked out and will never be back .
0,"on a scale of bad to good , it was kind of meh ."
1,"location is great as well , right across the movie theater ."
0,"i wan na love bar louie , i do ."
1,i 'll definitely order pizza from here again .
1,they 're professional yet very approachable and reasonable prices .
1,"great music , fun crowd , pretty decent prices on drinks ."
1,i had filet and crab cake and it was delicious .
0,for $ _num_ a person it was terrible .
1,the prices were pretty good and delivery was quick .
0,the food is crap .
0,what will be done with the empty space that is the question ?
1,my absolutely favorite dish is the potato gnocchi .
1,definitely our fav neighborhood pizza delivery place .
0,the service was slow and lukewarm .
1,beautiful decor .
0,the fries were super soggy and the pizza was pretty flavorless .
0,worst service of all time .
1,love the byob !
1,"i always come here for oil changes , the workers are very friendly ."
0,"after my visit last night , i have no desire to ever go again ."
0,"- ambiance is nice , upscale , not too loud ."
1,"as always , you guys were prompt and professional ."
0,"however , i knew my husband wanted to use the gift card ."
1,"service was good , efficient , and fast ."
1,very kind and knowledgeable .
1,"most definitely , i 'm a fan of this joint ."
0,this mcdonald 's is so bad it 's amazing .
0,awful place with rude people .
1,they were all delicious !
0,convenient bank hours though til _num_ pm .
0,the quote was $ _num_ dollars .
0,_num_ ) they did not return my $ _num_ security deposit .
0,i 'll probably never go back again .
0,"the restaurant was about half full , i was with one other person ."
0,"long lines , overpriced and no shade or cooling spots while you wait ."
0,my roasted duck breast with spinach and gnocchi was not hot .
0,i am sorry to say i did not get it .
1,they were also incredibly friendly and a pleasure to do business with .
1,a unique and great find in downtown carnegie .
1,great small diner .
1,"it is great for intimate birthdays , celebrations , etc ."
0,thats not really a big deal .
1,wonderful brunch and good dinner .
0,_num_ - a lot of the drinks did n't have prices on them .
1,"best music in pittsburgh , hands down ."
1,great activity for business and families alike .
1,hotdogs / french fries were very good .
0,"owners , please stick to your business hours ."
0,"after what seemed like forever , my husband got up to find a server ."
1,highly recommend .
0,the employees are nice but i get the sense it 's managed terribly .
0,service was rough .
1,"loved everything from the ownership , to the crowd , to the live music ."
0,i wo n't be going back .
1,i also would recommend the specialty salad .
0,its easy to be dissatisfied and rant about a customer services organization .
1,they always took good care of our poodle .
0,just sad there customer service sucks .
1,the food is consistent with mcdonald 's everywhere and the restaurant clean .
1,the new range looks amazing .
1,went yesterday with family and enjoyed oysters ( very fresh ) .
1,great deal and fantastic food .
0,burgers are fair and salads are pretty bad .
0,the potato skins used a really cheap artificial cheese that was not very appealing .
1,recommended always .
1,very enjoyable menu n staff .
0,could n't believe the waitress thought it was okay to serve .
1,my wife had the veal meatballs that were also delicious .
0,never received my order and was left in a bad mood .
0,this should have been our sign to run in the opposite direction .
1,the service is friendly and pleasant and the coffee is good .
1,"the location is easy to get to , the decor is nice and clean ."
1,what a great experience .
1,fun place !
1,i can not recommend this place enough !
1,"decent size , decent selection , decent staff ."
0,shrimp had no flavor .
1,the staff was super helpful and very kind .
1,i am in love with the chicken lettuce wraps delicious !
0,service here has gone considerably downhill .
0,nothing is served on the side with main dishes ... .
1,highly recommend it .
1,friendly staff .
1,great work and excellent customer service .
0,i came in with a flat .
0,double swiss burger was as tasteless as they could make .
0,i do n't really take kindly to people speaking so rudely to my mother .
1,the best breakfast place by far .
0,"the cab was taking forever , so we called a different company ."
0,never again ... .
1,savory and sweet and perfectly balanced .
1,overall good experience .
0,so disappointed .
1,well worth the wait .
1,it looks a lot better than it did in previous years .
1,kung pao tofu is my favorite so far .
1,they did a fantastic job on my car .
0,i paid _num_ at my local giant eagle .
0,fish out of water here when it comes to hardware related things .
0,dont waste your time with this place .
1,first time i really took a moment to look for some stuff .
0,"needless to say , we were disappointed ."
0,awkward .
1,great line up of top name acts coming to town .
0,very rude and once they get paid have no ethics .
1,both good for the price - it 's inexpensive .
0,the worst part of it all .
0,annoying ?
0,"yeah , that sounds like `` nothing 's wrong '' ."
1,most everyone else ordered pasta dishes and thought them very good .
0,"wait time : we had a reservation , so we were seated right away ."
1,"the service is always friendly , even if they are busy ."
0,long waits and lack of attentiveness .
0,may not ever go back .
1,always a treat to have dinner at papa j 's !
0,"now , maybe you do n't care ."
0,not the best neighborhood either with a bar nearby .
0,never again will i take my dog there .
0,"i 'm certain they notice , they just do n't care ."
0,there 's nothing to see here .
1,this place makes me happy with coffee again .
1,i 've been coming here a lot lately and the food is consistently good .
1,tiny place with a friendly atmosphere .
1,good date restaurant .
0,it was messy .
0,so i have no gripe with the tailoring itself .
1,their burgers are up there with the best in pittsburgh .
0,the store seems to be a kind of a ripoff .
0,water glasses stayed empty for almost _num_ minutes !
0,"as promised , they were ready monday after 5pm ."
0,last time i ever set foot in that place .
0,"we tried bbq , garlic parmesan and spicy ."
0,it 's clear that they do not care at all .
1,it was within walking distance so i figured it was worth a try .
0,my `` squash '' side was lacking squash .
0,"however , from the get go , our host was absolutely terrible ."
0,also the driver forgot to bring my drinks .
1,her recommendation to split the truffle dinner and add an appetizer was perfect .
0,not good .
1,marvelous !
0,it was so underwhelming .
1,i love there wedding soup .
1,will return again .
1,the food was delicious .
0,if i wanted a microwave omelet i would have gone to burger king .
0,save your $ _num_ and skip this place .
1,always a good sign .
1,this is amazing food in a restaurant that is sophisticated without even trying .
1,fantastic !
0,"the inside was maybe worse , trash and dirty ."
0,bar staff not so much this visit .
1,just as good and half the bill .
1,the staff is so inviting too !
0,no marinara sauce .
1,thanks yelpers for this find .
0,unfortunately i did not get to experience these things .
0,"they do not have ice cream , only soft serve ."
0,my friend ordered veal and they brought him sausage .
0,minimal meat and a ton of shredded lettuce .
1,all i can say is you had better bring your sweet tooth !
1,this bakery is amazing !
0,come on -- this is an `` asian bistro . ''
0,it took _num_ minutes to get the mustard and mayo .
0,the business is not run the way it has been in the past .
1,"great for any crowd , any occasion , any age !"
0,"i really , really wanted to like this restaurant ."
1,"fantastic wings that are crispy and delicious , wing night on tuesday and thursday !"
1,great food !
0,poor service and food .
0,the coffee at this place was brewed to perfection which a appreciate .
1,wait staff very good .
0,the sweet and sour chicken was disgusting .
1,will definitely bring my bf here in the future .
0,probably not ordering from here again .
0,i ordered the crab stuffed shrimp and was disappointed .
1,the food was divine !
1,real good food .
1,"there 's always a great sale , and the salespeople are friendly ."
1,i 've found my new bike shop .
1,food is good here .
0,"and it 's not just coffee , and not just target ."
0,"based on this experience , i would most definitely not recommend this to others ."
0,waste of time and money overall .
0,another employee tried to help me fix it and screwed that up too .
0,"if you are here to eat , maybe try somewhere else ."
0,had to wait _num_ minutes before our waiter to even acknowledge us .
1,the lamb and eggs are perfectly cooked and the tomato bisque was divine .
1,this giant eagle is a perfect one to go to .
0,the fish itself was bland .
0,"next up , the `` general tso 's bean curd . ''"
0,it was topped with an olive and a mini pickle ... odd .
0,my boyfriend 's bison burger was not that tasty either he sent it back .
0,the sauce was not a good flavor at all .
1,the key lime pie martini and the steak burrito are a great pairing !
0,not a fan .
1,`` god this is the best eggplant that i have ever tasted ! ''
0,"yes , just like a bad date , we were done in _num_ minutes ."
1,i was very pleased with the dessert as the chocolate cake was very good .
0,it was a huge pile of spaghetti in a bowl .
0,i would n't eat this pizza if it was free .
1,)
1,"great atmosphere for working , studying or a meeting ."
0,they did n't let people in because they claimed the room was not ready .
1,dinner would obviously be more expensive but i imagine it 's worth the $ .
1,just good beer with good service .
1,it was fantastic - the best veggie sandwich i have had here in pittsburgh .
1,food is excellent and the service staff is friendly .
1,good prices .
1,"love , love , love lincoln bakery !"
1,also had an overall nice selection of everything .
1,it was so delicious .
1,the place is fun !
1,the fish was fresh .
1,super nice guys .
1,we will be visiting again !
1,definitely tops the list of wedding cakes .
0,guess that cracking was n't so bad after all .
1,i will definitely go back !
1,love this store !
0,"after spending over $ _num_ plus games , we will never go back ."
0,"terrible customer service , disrespectful in fact ."
0,does n't seem like they keep up with it .
1,fantastic food .
1,always packed here and always a wait but worth it .
0,"sorry storm , you need to improve this ."
0,"well , i have never felt more embarrassed in a situation ."
0,never going back .
0,but since its _num_ guess they are closed .
0,on top of all this service was n't the greatest .
0,"the front staff was rude , and the wait was too long ."
1,the cookies are delicious .
1,cashiers will bring your food to you .
1,"our service was way above average , in fact our waitress was amazing ."
1,sure enough everyone at walter 's is very nice and helpful .
1,great atmosphere and food experience .
1,it was very good .
1,the prices are awesome and the food is even better !
1,best italian sausage in the burgh !
1,the staff and the vets are all extremely friendly and knowledgable .
0,only in a pinch .
1,"happy hour at rock bottom , _num_ thumbs up !"
0,on to the important part ... food was terrible .
0,they told me that they charge _num_ dollars a hour .
0,"quite frankly , the fish was n't good at all ."
0,"for the prices at this place , i had hoped for so much more ."
1,this place in good .
1,very genuine staff .
1,their cakes and other deserts are utterly amazing .
1,friendly people .
0,i could n't even pick them up .
1,"lovely , relaxing atmosphere ."
0,"so , it 's not really much of a win at all ."
1,first surprise : decent beer .
0,after _num_ minutes we gave up .
1,prices are very reasonable .
0,"anyway , i 'm never going back here ."
1,best mechanic shop ever !
1,paul is a classic old world barber .
0,i ate two of the _num_ tenders ( seven ! )
1,i love love love this place .
1,this is a great supermarket !
0,have you seen the terrible bathroom wallpaper borders ?
0,"every time i have ever gone , the service is awful ."
1,they do so many things right there especially taking care of the customers .
0,management there does n't care !
1,i use it everyday and its perfect for the gym .
1,cool place to hangout .
1,"nice , suppose to be haunted ."
0,take it from me ; avoid this place at all cost .
1,we sat outside on the patio and it was just beautiful .
0,i feel sick in so many different ways about this experience as a whole .
1,best wendy 's in pittsburgh !
0,the service was terrible .
0,that 's not a life i 'm comfortable with .
0,but it was n't just the knowledge of the menu .
1,"i mean dude , you got ta go !"
1,my pasta was very good - great savory and flavorful sauce .
0,"$ _num_ , including tip ."
1,they even washed and polished my car inside and out .
0,"booked an appointment , and they fixed the issue ."
1,the staff is also very friendly !
1,"great deli , market square and bakery ."
1,happy me !
1,this place has some amazing homemade pierogies !
0,at least the place was quiet -- there were empty tables everywhere .
1,enjoyed a wonderful evening eating outdoors on a perfect pittsburgh spring night .
1,it was definitely the best experience i 've ever had with a tailor .
0,the only thing that seemed to have any flavor was the rice .
0,- this really was the standout .
0,so much rudeness -- checking out and trying to find other items .
1,superb customer service .
1,"i had so much fun , and so did my guest !"
1,the apricot and cream cheese pierogies are amazing !
1,you can usually find substantial discounts for shows on one of those two sites .
0,neither of us were n't very happy about this .
0,here 's where it gets bad .
0,this place is huge and was moderately clean except the bathrooms .
1,i ca n't recommend this place more !
1,these are the best pierogies ever !
0,"to me , thats a big factor in rating restaurants ."
1,try it you will like it !
0,"the food was awful , the service worse ."
0,"the server takes my plate , and says they would make it right ."
0,i do n't see to many options in pittsburgh for sporting goods .
0,the people who work here are very rude .
1,my wife and i very much enjoyed our meal and the service .
1,the homemade breads are amazing too .
1,my family takes all of their items to jesse -- he 's the best !
1,"great service , fantastic atmosphere ... friendliest owners ever !"
0,_num_ minutes later we had still not been acknowledged .
0,i walked in and was ignored .
0,"however , i hate it because i believe the alcohol and food is overpriced ."
0,terrible !
0,i do n't know how corporate keeps this place open .
1,"wonderful omelets , coffee , and staff !"
1,definitely a good breakfast spot .
1,ample free parking makes it easy to go there .
1,i enjoyed my appointment here and would definitely recommend this office .
1,good value .
1,fantastic gem in pittsburgh .
0,the wings do not come with celery .
0,"to say the least , i was disappointed in my soup ."
1,i also was surprised at how quickly the order was delivered .
0,fail .
0,"i get there , look at their giant selection and get excited ."
0,"left and halfway home , `` check engine '' light came back on ."
0,recently it changed ownership and sadly the results are horrific .
1,both were excellent .
1,it was fantastic !
0,i also like the white cheddar mash potatoes .
0,"however , if you 're looking for something specific , good luck ."
0,did n't see a manager until after 10:30 pm .
0,it is a shame because buffalo blues does have potential .
0,panera quality should be consistent no matter what location you visit .
0,i ended up buying american tires for the same price elsewhere .
0,clearly there are zero expectations for customer service here .
0,no sign of italian meat to be found .
0,waited _num_ minutes for our drinks and an additional _num_ minutes for our food .
0,walmart does n't even make you do that !
0,total waste of $ _num_ bucks .
0,simply awful !
1,a refreshing and delicious twist on a comfort food staple .
0,chef 's special was penne in a light alfredo sauce with crab and shrimp .
1,i love shopping here .
1,"the sauce is good too , light but with a good tomato flavor ."
1,service is top quality .
1,good service.
0,"save your money , shop elsewhere ."
0,"so , i settled on the hummus appetizer ."
1,the staff are attentive and friendly .
1,the white pizza is a must !
0,i started with a cup of their wonton soup .
1,french fries were good to .
0,"seriously , fuck this place ."
0,"times , and it still is not resolved ."
1,well worth the drive .
0,she simply said that sometimes they are n't told when someone is seated outside .
1,so what is the best pizza in pittsburgh .
1,"this is a hidden gem , no really ."
1,i love these .
1,extremely satisfied with the service that was provided by ace lock .
0,"i wish i could give it more stars , but really it was disappointing ."
0,everyone else at the table hated their food .
0,this apple is too green to eat much less pay for .
0,"fairly mediocre , even by the relatively modest standards of home depot ."
0,i recently went into this eat n park and had a horrible experience .
0,even the staff is miserable anymore .
1,it 's always nice .
1,what i love is that but everything they have is a quality product .
0,_num_ strikes .
0,worst fast food i 've ever been to .
0,wo n't visit again .
0,my new goal is to deter anybody i know away from dollar bank .
0,i 'm not making this up .
0,"nope , it said $ _num_ for a master stylist women 's haircut ."
1,curt was simply a wonderful server and the food was fantastic .
0,this was a mistake .
0,`` nah '' it was _num_ .
1,"tasted good , but not that impressive ."
1,will go back !
1,great independently owned pet store .
0,the crust was hard and flavorless .
1,the cake was delicious !
0,linda is a quite arrogant woman with bad attitude .
0,"if i could give them zero stars , i would ."
1,thanks yelp !
1,oh i love this place .
0,apparently they consider this to be the only restaurant in town .
1,excellent desserts .
0,_num_ .
1,so funny .
1,all around a good place in pittsburgh .
1,the best bike shop ... by far .
1,always something delicious in the pastry counter .
1,great staff and service !
1,walter 's is just a fantastic establishment .
0,the food here is awful .
0,i did n't stay to find out how the haircut would have gone .
0,very disappointed .
1,he has amazing passion and knowledge to make you more efficient and comfortable .
0,i usually only stop there if i 'm already at tend waterfront .
0,it was gross .
0,tried using the online order store pickup with the hopes of increased efficiency .
1,"also had the chocolate stout cupcake , it was amazing ."
1,"after trying a couple groomers in pittsburgh , we found animal elegance ."
0,skip this place if you do n't want to feel ill after dining .
0,sounds like the menu and staff needs to be updated .
0,all i have to say is get your crap together .
1,very impressed with the service and the staff .
1,went here for lunch yesterday with a friend and it was so yummy !
1,both were perfect .
0,the main reason for the low rating was the service .
0,no `` thank you '' or `` have a good day '' .
1,seldom if ever crowded .
1,"my boyfriend got the fish sandwich , he enjoyed it as well ."
0,i do n't quite trust anybody else to help me properly .
1,we enjoy the patio and the dining room .
0,"from the bakery , you walk along a long meat wall ."
0,"`` no , it 's not ready yet ."
0,"needless to say , we did n't stay to eat and went elsewhere ."
0,the ricotta was dumped on top and added nothing to the dish .
1,"the staff is friendly , the equipment is quite good ."
0,this place is overpriced and the service is not good at all .
0,do n't waste your time eating here .
0,the vet met with us for a very short amount of time .
1,you definitely will be happy you did .
1,the gift i sent took my mother back to her own mother 's kitchen .
1,this is a absolutely beautiful giant eagle .
1,"i ordered a latte and blueberry scone , both were great !"
1,they have a great collection of candles !
1,pretty good !
0,- lots of food choices ... burgers ... steak ... chicken ... salads .
0,gross !
0,it was _num_ % breading .
0,it is difficult to get in and out of their lot as well .
0,def not worth the wait .
1,i love pizza company pizza and hoagies !
1,we still stay in touch even after my wedding is over !
0,there are much better places to shop for thrift in pittsburgh !
1,great store .
1,best seafood restaurant in da burgh !
1,one of my favorite coffee places in pittsburgh .
1,the salads are good .
1,"fantastic food , fresh locally sourced , great service ."
1,cookies and pies are incredible .
1,very good food and another great place for happy hour .
0,"one quote $ _num_ , another quote was $ _num_ ."
1,i had a kale salad that was reasonably priced and very filling and delicious .
1,service was great and prices were even better .
1,a hidden gem .
0,also the inside is dirty as heck .
0,i only returned because i was getting my dog groomed at the nearby petco .
1,the arcade can be fun if you bring some friends .
0,"when our food came though , everything was below average ."
0,the service was also extremely slow .
0,they clearly do n't bring them in at the end of the night .
0,bad texture .
1,service was super fast .
0,"also , their bar seating sucks ."
1,i would recommend to everyone !
0,i wo n't be getting one again .
1,the burger i ordered was fantastic and warm .
1,"great guy , incredibly quick service with care and attention ."
1,very hip atmosphere .
1,"the food and pizza and service are very good , surprisingly so !"
0,sunday went by then monday went by .
0,"not a call , not the estimate , nothing ."
1,"everything was super tasty , good quality ingredients , piping hot ."
1,the crowd was open & welcoming to all that performed .
0,i imagine less than _num_ % of expensive restaurants today are cash only .
0,and the last were absolutely awful .
0,"not much more , but enough to make it not right ."
1,great place for tires !
